0.3067	1.3313
0.3083	1.3124
0.3100	1.2945
0.3117	1.2778
0.3133	1.2621
0.3150	1.2474
0.3167	1.2338
0.3183	1.2212
0.3200	1.2096
0.3217	1.1990
0.3233	1.1894
0.3250	1.1807
0.3267	1.1730
0.3283	1.1663
0.3300	1.1604
0.3317	1.1555
0.3333	1.1515
0.3350	1.1483
0.3367	1.1460
0.3383	1.1445
0.3400	1.1438
0.3417	1.1440
0.3433	1.1449
0.3450	1.1466
0.3467	1.1491
0.3483	1.1522
0.3500	1.1561
0.3517	1.1607
0.3533	1.1659
0.3550	1.1718
0.3567	1.1783
0.3583	1.1854
0.3600	1.1931
0.3617	1.2014
0.3633	1.2102
0.3650	1.2196
0.3667	1.2294
0.3683	1.2397
0.3700	1.2505
0.3717	1.2617
0.3733	1.2734
0.3750	1.2854
0.3767	1.2978
0.3783	1.3105
0.3800	1.3236
0.3817	1.3369
0.3833	1.3506
0.3850	1.3645
0.3867	1.3787
0.3883	1.3930
0.3900	1.4076
0.3917	1.4223
0.3933	1.4372
0.3950	1.4523
0.3967	1.4674
0.3983	1.4826
0.4000	1.4979
0.4017	1.5133
0.4033	1.5287
0.4050	1.5441
0.4067	1.5595
0.4083	1.5748
0.4100	1.5902
0.4117	1.6054
0.4133	1.6206
0.4150	1.6357
0.4167	1.6506
0.4183	1.6654
0.4200	1.6801
0.4217	1.6946
0.4233	1.7090
0.4250	1.7231
0.4267	1.7370
0.4283	1.7507
0.4300	1.7642
0.4317	1.7774
0.4333	1.7904
0.4350	1.8030
0.4367	1.8154
0.4383	1.8275
0.4400	1.8393
0.4417	1.8507
0.4433	1.8619
0.4450	1.8726
0.4467	1.8831
0.4483	1.8932
0.4500	1.9029
0.4517	1.9122
0.4533	1.9212
0.4550	1.9298
0.4567	1.9380
0.4583	1.9458
0.4600	1.9532
0.4617	1.9602
0.4633	1.9668
0.4650	1.9729
0.4667	1.9787
0.4683	1.9841
0.4700	1.9890
0.4717	1.9935
0.4733	1.9976
0.4750	2.0013
0.4767	2.0045
0.4783	2.0074
0.4800	2.0098
0.4817	2.0118
0.4833	2.0134
0.4850	2.0145
0.4867	2.0153
0.4883	2.0157
0.4900	2.0156
0.4917	2.0152
0.4933	2.0144
0.4950	2.0131
0.4967	2.0115
0.4983	2.0095
0.5000	2.0072
0.5017	2.0044
0.5033	2.0014
0.5050	1.9979
0.5067	1.9941
0.5083	1.9900
0.5100	1.9855
0.5117	1.9807
0.5133	1.9756
0.5150	1.9702
0.5167	1.9645
0.5183	1.9585
0.5200	1.9522
0.5217	1.9456
0.5233	1.9388
0.5250	1.9317
0.5267	1.9244
0.5283	1.9168
0.5300	1.9090
0.5317	1.9010
0.5333	1.8928
0.5350	1.8844
0.5367	1.8758
0.5383	1.8670
0.5400	1.8581
0.5417	1.8490
0.5433	1.8397
0.5450	1.8303
0.5467	1.8208
0.5483	1.8112
0.5500	1.8015
0.5517	1.7916
0.5533	1.7817
0.5550	1.7717
0.5567	1.7617
0.5583	1.7516
0.5600	1.7414
0.5617	1.7312
0.5633	1.7210
0.5650	1.7108
0.5667	1.7006
0.5683	1.6904
0.5700	1.6802
0.5717	1.6700
0.5733	1.6598
0.5750	1.6497
0.5767	1.6396
0.5783	1.6296
0.5800	1.6197
0.5817	1.6098
0.5833	1.6000
0.5850	1.5903
0.5867	1.5807
0.5883	1.5712
0.5900	1.5619
0.5917	1.5526
0.5933	1.5435
0.5950	1.5345
0.5967	1.5256
0.5983	1.5169
0.6000	1.5084
0.6017	1.5000
0.6033	1.4917
0.6050	1.4837
0.6067	1.4758
0.6083	1.4680
0.6100	1.4605
0.6117	1.4532
0.6133	1.4460
0.6150	1.4390
0.6167	1.4323
0.6183	1.4257
0.6200	1.4193
0.6217	1.4132
0.6233	1.4072
0.6250	1.4015
0.6267	1.3960
0.6283	1.3907
0.6300	1.3856
0.6317	1.3807
0.6333	1.3761
0.6350	1.3717
0.6367	1.3674
0.6383	1.3635
0.6400	1.3597
0.6417	1.3561
0.6433	1.3528
0.6450	1.3497
0.6467	1.3468
0.6483	1.3441
0.6500	1.3417
0.6517	1.3394
0.6533	1.3374
0.6550	1.3356
0.6567	1.3340
0.6583	1.3326
0.6600	1.3313
0.6617	1.3303
0.6633	1.3295
0.6650	1.3289
0.6667	1.3285
0.6683	1.3283
0.6700	1.3283
0.6717	1.3284
0.6733	1.3287
0.6750	1.3292
0.6767	1.3299
0.6783	1.3307
0.6800	1.3317
0.6817	1.3329
0.6833	1.3342
0.6850	1.3356
0.6867	1.3372
0.6883	1.3390
0.6900	1.3408
0.6917	1.3428
0.6933	1.3450
0.6950	1.3472
0.6967	1.3496
0.6983	1.3520
0.7000	1.3546
0.7017	1.3573
0.7033	1.3600
0.7050	1.3629
0.7067	1.3658
0.7083	1.3688
0.7100	1.3719
0.7117	1.3751
0.7133	1.3783
0.7150	1.3815
0.7167	1.3848
0.7183	1.3882
0.7200	1.3916
0.7217	1.3950
0.7233	1.3985
0.7250	1.4020
0.7267	1.4055
0.7283	1.4090
0.7300	1.4126
0.7317	1.4161
0.7333	1.4196
0.7350	1.4232
0.7367	1.4267
0.7383	1.4302
0.7400	1.4337
0.7417	1.4371
0.7433	1.4406
0.7450	1.4440
0.7467	1.4473
0.7483	1.4507
0.7500	1.4540
0.7517	1.4572
0.7533	1.4604
0.7550	1.4635
0.7567	1.4665
0.7583	1.4695
0.7600	1.4725
0.7617	1.4753
0.7633	1.4781
0.7650	1.4808
0.7667	1.4834
0.7683	1.4860
0.7700	1.4884
0.7717	1.4908
0.7733	1.4931
0.7750	1.4953
0.7767	1.4974
0.7783	1.4994
0.7800	1.5013
0.7817	1.5031
0.7833	1.5048
0.7850	1.5064
0.7867	1.5079
0.7883	1.5093
0.7900	1.5106
0.7917	1.5118
0.7933	1.5128
0.7950	1.5138
0.7967	1.5147
0.7983	1.5154
0.8000	1.5160
0.8017	1.5165
0.8033	1.5170
0.8050	1.5173
0.8067	1.5174
0.8083	1.5175
0.8100	1.5175
0.8117	1.5173
0.8133	1.5171
0.8150	1.5167
0.8167	1.5163
0.8183	1.5157
0.8200	1.5150
0.8217	1.5143
0.8233	1.5134
0.8250	1.5124
0.8267	1.5113
0.8283	1.5101
0.8300	1.5088
0.8317	1.5075
0.8333	1.5060
0.8350	1.5044
0.8367	1.5028
0.8383	1.5011
0.8400	1.4992
0.8417	1.4973
0.8433	1.4953
0.8450	1.4933
0.8467	1.4911
0.8483	1.4889
0.8500	1.4866
0.8517	1.4843
0.8533	1.4818
0.8550	1.4793
0.8567	1.4768
0.8583	1.4742
0.8600	1.4715
0.8617	1.4688
0.8633	1.4660
0.8650	1.4632
0.8667	1.4603
0.8683	1.4574
0.8700	1.4544
0.8717	1.4514
0.8733	1.4484
0.8750	1.4453
0.8767	1.4422
0.8783	1.4391
0.8800	1.4360
0.8817	1.4328
0.8833	1.4296
0.8850	1.4264
0.8867	1.4232
0.8883	1.4200
0.8900	1.4167
0.8917	1.4135
0.8933	1.4102
0.8950	1.4070
0.8967	1.4037
0.8983	1.4005
0.9000	1.3973
0.9017	1.3940
0.9033	1.3908
0.9050	1.3876
0.9067	1.3845
0.9083	1.3813
0.9100	1.3781
0.9117	1.3750
0.9133	1.3719
0.9150	1.3689
0.9167	1.3658
0.9183	1.3628
0.9200	1.3598
0.9217	1.3569
0.9233	1.3540
0.9250	1.3511
0.9267	1.3483
0.9283	1.3455
0.9300	1.3428
0.9317	1.3401
0.9333	1.3374
0.9350	1.3348
0.9367	1.3323
0.9383	1.3298
0.9400	1.3273
0.9417	1.3249
0.9433	1.3226
0.9450	1.3203
0.9467	1.3180
0.9483	1.3158
0.9500	1.3137
0.9517	1.3116
0.9533	1.3096
0.9550	1.3077
0.9567	1.3057
0.9583	1.3039
0.9600	1.3021
0.9617	1.3004
0.9633	1.2987
0.9650	1.2971
0.9667	1.2956
0.9683	1.2941
0.9700	1.2926
0.9717	1.2913
0.9733	1.2900
0.9750	1.2887
0.9767	1.2875
0.9783	1.2864
0.9800	1.2853
0.9817	1.2843
0.9833	1.2833
0.9850	1.2824
0.9867	1.2815
0.9883	1.2807
0.9900	1.2800
0.9917	1.2793
0.9933	1.2787
0.9950	1.2781
0.9967	1.2776
0.9983	1.2771
1.0000	1.2766
1.0017	1.2762
1.0033	1.2759
1.0050	1.2756
1.0067	1.2753
1.0083	1.2751
1.0100	1.2750
1.0117	1.2748
1.0133	1.2748
1.0150	1.2747
1.0167	1.2747
1.0183	1.2747
1.0200	1.2748
1.0217	1.2749
1.0233	1.2750
1.0250	1.2752
1.0267	1.2753
1.0283	1.2756
1.0300	1.2758
1.0317	1.2761
1.0333	1.2764
1.0350	1.2767
1.0367	1.2770
1.0383	1.2773
1.0400	1.2777
1.0417	1.2781
1.0433	1.2785
1.0450	1.2789
1.0467	1.2793
1.0483	1.2798
1.0500	1.2802
1.0517	1.2807
1.0533	1.2811
1.0550	1.2816
1.0567	1.2821
1.0583	1.2825
1.0600	1.2830
1.0617	1.2835
1.0633	1.2840
1.0650	1.2844
1.0667	1.2849
1.0683	1.2854
1.0700	1.2858
1.0717	1.2863
1.0733	1.2867
1.0750	1.2871
1.0767	1.2875
1.0783	1.2879
1.0800	1.2883
1.0817	1.2887
1.0833	1.2891
1.0850	1.2894
1.0867	1.2898
1.0883	1.2901
1.0900	1.2904
1.0917	1.2906
1.0933	1.2909
1.0950	1.2911
1.0967	1.2913
1.0983	1.2915
1.1000	1.2917
1.1017	1.2918
1.1033	1.2919
1.1050	1.2920
1.1067	1.2921
1.1083	1.2921
1.1100	1.2922
1.1117	1.2921
1.1133	1.2921
1.1150	1.2920
1.1167	1.2919
1.1183	1.2918
1.1200	1.2917
1.1217	1.2915
1.1233	1.2913
1.1250	1.2910
1.1267	1.2908
1.1283	1.2905
1.1300	1.2902
1.1317	1.2898
1.1333	1.2894
1.1350	1.2890
1.1367	1.2886
1.1383	1.2881
1.1400	1.2876
1.1417	1.2871
1.1433	1.2865
1.1450	1.2859
1.1467	1.2853
1.1483	1.2847
1.1500	1.2840
1.1517	1.2833
1.1533	1.2826
1.1550	1.2818
1.1567	1.2811
1.1583	1.2803
1.1600	1.2794
1.1617	1.2786
1.1633	1.2777
1.1650	1.2768
1.1667	1.2759
1.1683	1.2750
1.1700	1.2740
1.1717	1.2730
1.1733	1.2720
1.1750	1.2710
1.1767	1.2699
1.1783	1.2689
1.1800	1.2678
1.1817	1.2667
1.1833	1.2656
1.1850	1.2645
1.1867	1.2633
1.1883	1.2621
1.1900	1.2610
1.1917	1.2598
1.1933	1.2586
1.1950	1.2574
1.1967	1.2562
1.1983	1.2549
1.2000	1.2537
1.2017	1.2524
1.2033	1.2512
1.2050	1.2499
1.2067	1.2486
1.2083	1.2474
1.2100	1.2461
1.2117	1.2448
1.2133	1.2435
1.2150	1.2422
1.2167	1.2409
1.2183	1.2396
1.2200	1.2383
1.2217	1.2370
1.2233	1.2357
1.2250	1.2344
1.2267	1.2331
1.2283	1.2318
1.2300	1.2305
1.2317	1.2293
1.2333	1.2280
1.2350	1.2267
1.2367	1.2254
1.2383	1.2242
1.2400	1.2229
1.2417	1.2217
1.2433	1.2204
1.2450	1.2192
1.2467	1.2180
1.2483	1.2168
1.2500	1.2156
1.2517	1.2144
1.2533	1.2132
1.2550	1.2121
1.2567	1.2109
1.2583	1.2098
1.2600	1.2086
1.2617	1.2075
1.2633	1.2064
1.2650	1.2053
1.2667	1.2042
1.2683	1.2032
1.2700	1.2021
1.2717	1.2011
1.2733	1.2001
1.2750	1.1991
1.2767	1.1981
1.2783	1.1971
1.2800	1.1962
1.2817	1.1952
1.2833	1.1943
1.2850	1.1934
1.2867	1.1925
1.2883	1.1917
1.2900	1.1908
1.2917	1.1900
1.2933	1.1892
1.2950	1.1884
1.2967	1.1876
1.2983	1.1868
1.3000	1.1860
1.3017	1.1853
1.3033	1.1846
1.3050	1.1839
1.3067	1.1832
1.3083	1.1825
1.3100	1.1819
1.3117	1.1812
1.3133	1.1806
1.3150	1.1800
1.3167	1.1794
1.3183	1.1788
1.3200	1.1783
1.3217	1.1777
1.3233	1.1772
1.3250	1.1767
1.3267	1.1762
1.3283	1.1757
1.3300	1.1752
1.3317	1.1747
1.3333	1.1743
1.3350	1.1738
1.3367	1.1734
1.3383	1.1730
1.3400	1.1726
1.3417	1.1722
1.3433	1.1718
1.3450	1.1714
1.3467	1.1711
1.3483	1.1707
1.3500	1.1704
1.3517	1.1701
1.3533	1.1697
1.3550	1.1694
1.3567	1.1691
1.3583	1.1688
1.3600	1.1685
1.3617	1.1682
1.3633	1.1680
1.3650	1.1677
1.3667	1.1674
1.3683	1.1672
1.3700	1.1669
1.3717	1.1666
1.3733	1.1664
1.3750	1.1661
1.3767	1.1659
1.3783	1.1657
1.3800	1.1654
1.3817	1.1652
1.3833	1.1650
1.3850	1.1647
1.3867	1.1645
1.3883	1.1643
1.3900	1.1640
1.3917	1.1638
1.3933	1.1636
1.3950	1.1633
1.3967	1.1631
1.3983	1.1629
1.4000	1.1626
1.4017	1.1624
1.4033	1.1622
1.4050	1.1619
1.4067	1.1617
1.4083	1.1614
1.4100	1.1612
1.4117	1.1609
1.4133	1.1607
1.4150	1.1604
1.4167	1.1601
1.4183	1.1599
1.4200	1.1596
1.4217	1.1593
1.4233	1.1590
1.4250	1.1587
1.4267	1.1584
1.4283	1.1581
1.4300	1.1578
1.4317	1.1575
1.4333	1.1571
1.4350	1.1568
1.4367	1.1565
1.4383	1.1561
1.4400	1.1558
1.4417	1.1554
1.4433	1.1550
1.4450	1.1547
1.4467	1.1543
1.4483	1.1539
1.4500	1.1535
1.4517	1.1531
1.4533	1.1527
1.4550	1.1523
1.4567	1.1518
1.4583	1.1514
1.4600	1.1510
1.4617	1.1505
1.4633	1.1500
1.4650	1.1496
1.4667	1.1491
1.4683	1.1486
1.4700	1.1481
1.4717	1.1476
1.4733	1.1471
1.4750	1.1466
1.4767	1.1461
1.4783	1.1456
1.4800	1.1451
1.4817	1.1445
1.4833	1.1440
1.4850	1.1434
1.4867	1.1429
1.4883	1.1423
1.4900	1.1417
1.4917	1.1412
1.4933	1.1406
1.4950	1.1400
1.4967	1.1394
1.4983	1.1388
1.5000	1.1382
1.5017	1.1376
1.5033	1.1370
1.5050	1.1364
1.5067	1.1357
1.5083	1.1351
1.5100	1.1345
1.5117	1.1338
1.5133	1.1332
1.5150	1.1325
1.5167	1.1319
1.5183	1.1312
1.5200	1.1306
1.5217	1.1299
1.5233	1.1293
1.5250	1.1286
1.5267	1.1279
1.5283	1.1273
1.5300	1.1266
1.5317	1.1259
1.5333	1.1253
1.5350	1.1246
1.5367	1.1239
1.5383	1.1232
1.5400	1.1226
1.5417	1.1219
1.5433	1.1212
1.5450	1.1205
1.5467	1.1199
1.5483	1.1192
1.5500	1.1185
1.5517	1.1178
1.5533	1.1172
1.5550	1.1165
1.5567	1.1158
1.5583	1.1151
1.5600	1.1145
1.5617	1.1138
1.5633	1.1131
1.5650	1.1125
1.5667	1.1118
1.5683	1.1111
1.5700	1.1105
1.5717	1.1098
1.5733	1.1092
1.5750	1.1085
1.5767	1.1079
1.5783	1.1073
1.5800	1.1066
1.5817	1.1060
1.5833	1.1054
1.5850	1.1047
1.5867	1.1041
1.5883	1.1035
1.5900	1.1029
1.5917	1.1023
1.5933	1.1017
1.5950	1.1010
1.5967	1.1005
1.5983	1.0999
1.6000	1.0993
1.6017	1.0987
1.6033	1.0981
1.6050	1.0975
1.6067	1.0970
1.6083	1.0964
1.6100	1.0958
1.6117	1.0953
1.6133	1.0947
1.6150	1.0942
1.6167	1.0936
1.6183	1.0931
1.6200	1.0926
1.6217	1.0921
1.6233	1.0915
1.6250	1.0910
1.6267	1.0905
1.6283	1.0900
1.6300	1.0895
1.6317	1.0890
1.6333	1.0885
1.6350	1.0880
1.6367	1.0876
1.6383	1.0871
1.6400	1.0866
1.6417	1.0861
1.6433	1.0857
1.6450	1.0852
1.6467	1.0848
1.6483	1.0843
1.6500	1.0839
1.6517	1.0834
1.6533	1.0830
1.6550	1.0826
1.6567	1.0821
1.6583	1.0817
1.6600	1.0813
1.6617	1.0809
1.6633	1.0805
1.6650	1.0801
1.6667	1.0797
1.6683	1.0793
1.6700	1.0789
1.6717	1.0785
1.6733	1.0781
1.6750	1.0777
1.6767	1.0773
1.6783	1.0769
1.6800	1.0766
1.6817	1.0762
1.6833	1.0758
1.6850	1.0754
1.6867	1.0751
1.6883	1.0747
1.6900	1.0743
1.6917	1.0740
1.6933	1.0736
1.6950	1.0733
1.6967	1.0729
1.6983	1.0726
1.7000	1.0722
1.7017	1.0719
1.7033	1.0715
1.7050	1.0712
1.7067	1.0708
1.7083	1.0705
1.7100	1.0701
1.7117	1.0698
1.7133	1.0694
1.7150	1.0691
1.7167	1.0687
1.7183	1.0684
1.7200	1.0680
1.7217	1.0677
1.7233	1.0674
1.7250	1.0670
1.7267	1.0667
1.7283	1.0663
1.7300	1.0660
1.7317	1.0656
1.7333	1.0653
1.7350	1.0650
1.7367	1.0646
1.7383	1.0643
1.7400	1.0639
1.7417	1.0636
1.7433	1.0632
1.7450	1.0629
1.7467	1.0625
1.7483	1.0622
1.7500	1.0618
1.7517	1.0615
1.7533	1.0611
1.7550	1.0608
1.7567	1.0604
1.7583	1.0600
1.7600	1.0597
1.7617	1.0593
1.7633	1.0589
1.7650	1.0586
1.7667	1.0582
1.7683	1.0578
1.7700	1.0575
1.7717	1.0571
1.7733	1.0567
1.7750	1.0563
1.7767	1.0560
1.7783	1.0556
1.7800	1.0552
1.7817	1.0548
1.7833	1.0544
1.7850	1.0541
1.7867	1.0537
1.7883	1.0533
1.7900	1.0529
1.7917	1.0525
1.7933	1.0521
1.7950	1.0517
1.7967	1.0513
1.7983	1.0509
1.8000	1.0505
1.8017	1.0501
1.8033	1.0497
1.8050	1.0493
1.8067	1.0489
1.8083	1.0484
1.8100	1.0480
1.8117	1.0476
1.8133	1.0472
1.8150	1.0468
1.8167	1.0464
1.8183	1.0459
1.8200	1.0455
1.8217	1.0451
1.8233	1.0447
1.8250	1.0442
1.8267	1.0438
1.8283	1.0434
1.8300	1.0430
1.8317	1.0425
1.8333	1.0421
1.8350	1.0417
1.8367	1.0412
1.8383	1.0408
1.8400	1.0404
1.8417	1.0399
1.8433	1.0395
1.8450	1.0390
1.8467	1.0386
1.8483	1.0382
1.8500	1.0377
1.8517	1.0373
1.8533	1.0368
1.8550	1.0364
1.8567	1.0360
1.8583	1.0355
1.8600	1.0351
1.8617	1.0346
1.8633	1.0342
1.8650	1.0338
1.8667	1.0333
1.8683	1.0329
1.8700	1.0324
1.8717	1.0320
1.8733	1.0316
1.8750	1.0311
1.8767	1.0307
1.8783	1.0302
1.8800	1.0298
1.8817	1.0294
1.8833	1.0289
1.8850	1.0285
1.8867	1.0280
1.8883	1.0276
1.8900	1.0272
1.8917	1.0267
1.8933	1.0263
1.8950	1.0259
1.8967	1.0254
1.8983	1.0250
1.9000	1.0246
1.9017	1.0242
1.9033	1.0237
1.9050	1.0233
1.9067	1.0229
1.9083	1.0225
1.9100	1.0220
1.9117	1.0216
1.9133	1.0212
1.9150	1.0208
1.9167	1.0204
1.9183	1.0199
1.9200	1.0195
1.9217	1.0191
1.9233	1.0187
1.9250	1.0183
1.9267	1.0179
1.9283	1.0175
1.9300	1.0171
1.9317	1.0167
1.9333	1.0163
1.9350	1.0159
1.9367	1.0155
1.9383	1.0151
1.9400	1.0147
1.9417	1.0143
1.9433	1.0139
1.9450	1.0135
1.9467	1.0131
1.9483	1.0127
1.9500	1.0123
1.9517	1.0120
1.9533	1.0116
1.9550	1.0112
1.9567	1.0108
1.9583	1.0104
1.9600	1.0101
1.9617	1.0097
1.9633	1.0093
1.9650	1.0090
1.9667	1.0086
1.9683	1.0082
1.9700	1.0078
1.9717	1.0075
1.9733	1.0071
1.9750	1.0068
1.9767	1.0064
1.9783	1.0060
1.9800	1.0057
1.9817	1.0053
1.9833	1.0050
1.9850	1.0046
1.9867	1.0043
1.9883	1.0039
1.9900	1.0036
1.9917	1.0032
1.9933	1.0029
1.9950	1.0025
1.9967	1.0022
1.9983	1.0019
2.0000	1.0015
2.0017	1.0012
2.0033	1.0008
2.0050	1.0005
2.0067	1.0002
2.0083	0.9998
2.0100	0.9995
2.0117	0.9992
2.0133	0.9988
2.0150	0.9985
2.0167	0.9982
2.0183	0.9978
2.0200	0.9975
2.0217	0.9972
2.0233	0.9968
2.0250	0.9965
2.0267	0.9962
2.0283	0.9959
2.0300	0.9955
2.0317	0.9952
2.0333	0.9949
2.0350	0.9946
2.0367	0.9942
2.0383	0.9939
2.0400	0.9936
2.0417	0.9933
2.0433	0.9930
2.0450	0.9926
2.0467	0.9923
2.0483	0.9920
2.0500	0.9917
2.0517	0.9914
2.0533	0.9910
2.0550	0.9907
2.0567	0.9904
2.0583	0.9901
2.0600	0.9898
2.0617	0.9894
2.0633	0.9891
2.0650	0.9888
2.0667	0.9885
2.0683	0.9882
2.0700	0.9878
2.0717	0.9875
2.0733	0.9872
2.0750	0.9869
2.0767	0.9866
2.0783	0.9863
2.0800	0.9859
2.0817	0.9856
2.0833	0.9853
2.0850	0.9850
2.0867	0.9847
2.0883	0.9843
2.0900	0.9840
2.0917	0.9837
2.0933	0.9834
2.0950	0.9830
2.0967	0.9827
2.0983	0.9824
2.1000	0.9821
2.1017	0.9818
2.1033	0.9814
2.1050	0.9811
2.1067	0.9808
2.1083	0.9805
2.1100	0.9801
2.1117	0.9798
2.1133	0.9795
2.1150	0.9792
2.1167	0.9788
2.1183	0.9785
2.1200	0.9782
2.1217	0.9779
2.1233	0.9775
2.1250	0.9772
2.1267	0.9769
2.1283	0.9766
2.1300	0.9762
2.1317	0.9759
2.1333	0.9756
2.1350	0.9752
2.1367	0.9749
2.1383	0.9746
2.1400	0.9743
2.1417	0.9739
2.1433	0.9736
2.1450	0.9733
2.1467	0.9729
2.1483	0.9726
2.1500	0.9723
2.1517	0.9719
2.1533	0.9716
2.1550	0.9713
2.1567	0.9710
2.1583	0.9706
2.1600	0.9703
2.1617	0.9700
2.1633	0.9696
2.1650	0.9693
2.1667	0.9690
2.1683	0.9686
2.1700	0.9683
2.1717	0.9680
2.1733	0.9676
2.1750	0.9673
2.1767	0.9670
2.1783	0.9666
2.1800	0.9663
2.1817	0.9660
2.1833	0.9657
2.1850	0.9653
2.1867	0.9650
2.1883	0.9647
2.1900	0.9643
2.1917	0.9640
2.1933	0.9637
2.1950	0.9633
2.1967	0.9630
2.1983	0.9627
2.2000	0.9623
2.2017	0.9620
2.2033	0.9617
2.2050	0.9614
2.2067	0.9610
2.2083	0.9607
2.2100	0.9604
2.2117	0.9601
2.2133	0.9597
2.2150	0.9594
2.2167	0.9591
2.2183	0.9587
2.2200	0.9584
2.2217	0.9581
2.2233	0.9578
2.2250	0.9575
2.2267	0.9571
2.2283	0.9568
2.2300	0.9565
2.2317	0.9562
2.2333	0.9558
2.2350	0.9555
2.2367	0.9552
2.2383	0.9549
2.2400	0.9546
2.2417	0.9542
2.2433	0.9539
2.2450	0.9536
2.2467	0.9533
2.2483	0.9530
2.2500	0.9527
2.2517	0.9523
2.2533	0.9520
2.2550	0.9517
2.2567	0.9514
2.2583	0.9511
2.2600	0.9508
2.2617	0.9505
2.2633	0.9502
2.2650	0.9498
2.2667	0.9495
2.2683	0.9492
2.2700	0.9489
2.2717	0.9486
2.2733	0.9483
2.2750	0.9480
2.2767	0.9477
2.2783	0.9474
2.2800	0.9471
2.2817	0.9468
2.2833	0.9465
2.2850	0.9462
2.2867	0.9459
2.2883	0.9456
2.2900	0.9453
2.2917	0.9450
2.2933	0.9447
2.2950	0.9444
2.2967	0.9441
2.2983	0.9438
2.3000	0.9435
2.3017	0.9432
2.3033	0.9429
2.3050	0.9426
2.3067	0.9423
2.3083	0.9420
2.3100	0.9417
2.3117	0.9414
2.3133	0.9411
2.3150	0.9409
2.3167	0.9406
2.3183	0.9403
2.3200	0.9400
2.3217	0.9397
2.3233	0.9394
2.3250	0.9391
2.3267	0.9388
2.3283	0.9385
2.3300	0.9383
2.3317	0.9380
