%t,TotalBrainA
0,0
.05,0
.1,0
.15,0
.2,0
.25,0
.3,1.1883338148593457E-27
.35,2.33516016396299E-24
.4,3.1105375026833755E-22
.45,1.3730483740551586E-20
.5,2.8651031735105647E-19
.55,3.3772712343364668E-18
.6,2.6659771640636382E-17
.65,-4.3519815176406455E-16
.7,-9.38429165357323E-10
.75,-2.551513342775032E-8
.8,-6.45720678091662E-8
.85,-1.9380542690395273E-7
.9,-3.1621047856724535E-7
.95,-3.7049464536215814E-7
1,-5.132381477119901E-7
1.05,-6.44713045438529E-7
1.1,-7.453089360396306E-7
1.15,-9.397380715542389E-7
1.2,-1.0895811657529116E-6
1.25,-1.1296095720346984E-6
1.3,-1.1738533515592365E-6
1.35,-1.2370337168289184E-6
1.4,-1.3214583719844836E-6
1.45,-1.4264168297574668E-6
1.5,-1.5362157615226658E-6
1.55,-1.6578136794712851E-6
1.6,-1.7626106259971072E-6
1.65,-1.8118517144283218E-6
1.7,-1.8625348048577377E-6
1.75,-1.9115554267113645E-6
1.8,-2.1585598054815287E-6
1.85,-2.4141353869942326E-6
1.9,-2.6503851787266394E-6
1.95,-2.8747351225436168E-6
2,-2.949264879771307E-6
2.05,-3.0256327773987065E-6
2.1,-3.088174258797047E-6
2.15,-3.1490770561377422E-6
2.2,-3.370799979501472E-6
2.25,-3.612578412853006E-6
2.3,-3.672440140576252E-6
2.35,-3.7281990372264402E-6
2.4,-3.7794912482275037E-6
2.45,-3.8111508826965253E-6
2.5,-3.83238776484335E-6
2.55,-3.839161646686816E-6
2.6,-3.991002569606743E-6
2.65,-4.1503260725830395E-6
2.7,-4.140741601368115E-6
2.75,-4.123166731108984E-6
2.8,-4.081595312560736E-6
2.85,-4.022997134517031E-6
2.9,-3.931978726166626E-6
2.95,-3.843435424232993E-6
3,-3.7238498598318477E-6
3.05,-3.618066813491264E-6
3.1,-3.4849811043055076E-6
3.15,-3.2371493639026105E-6
3.2,-2.9280489395544105E-6
3.25,-2.6107876708292245E-6
3.3,-2.2464507396475047E-6
3.35,-1.730233022888532E-6
3.4,-1.1777087674878322E-6
3.45,-5.325847314074109E-7
3.5,1.1658333833523403E-7
3.55,8.472762335298665E-7
3.6,1.8615857313679739E-6
3.65,2.96866885392359E-6
3.7,4.200934032154607E-6
3.75,5.676157295243187E-6
3.8,7.26960181620579E-6
3.85,9.05244058271696E-6
3.9,1.1119156659547415E-5
3.95,1.3438098626968069E-5
4,1.5982207732161493E-5
4.05,1.8800365467721346E-5
4.1,2.1992821853070552E-5
4.15,2.54751351621369E-5
4.2,2.931763633763638E-5
4.25,3.356805690354333E-5
4.3,3.8242451732943414E-5
4.35,4.33613182250979E-5
4.4,4.896475038125808E-5
4.45,5.5141701655424564E-5
4.5,6.186221077138826E-5
4.55,6.918687648082189E-5
4.6,7.712035730521915E-5
4.65,8.573032912957228E-5
4.7,9.51175063655238E-5
4.75,1.0528597913189056E-4
4.8,1.1628517329551833E-4
4.85,1.2815737668079105E-4
4.9,1.4095391137832692E-4
4.95,1.5473323603455935E-4
5,1.695336052728777E-4
5.05,1.854348947740343E-4
5.1,2.0249149288646776E-4
5.15,2.207651280644997E-4
5.2,2.403312288180182E-4
5.25,2.6124608455063784E-4
5.3,2.8354962168901257E-4
5.35,3.0733356787165705E-4
5.4,3.3269487889926334E-4
5.45,3.596868283915505E-4
5.5,3.883687104243247E-4
5.55,4.188230635329132E-4
5.6,4.5114948669344143E-4
5.65,4.854115626223296E-4
5.7,5.216760264218942E-4
5.75,5.600366034324603E-4
5.8,6.005745398719569E-4
5.85,6.433755913275921E-4
5.9,6.885287191750469E-4
5.95,7.361152547168395E-4
6,7.86217064196716E-4
6.05,8.389289980076004E-4
6.1,8.94341995581894E-4
6.15,9.525423772429603E-4
6.2,.001013619174427111
6.25,.0010776630206896843
